textbox3,textbox16,textbox105,textbox18,textbox103,textbox9,textbox101,textbox11,textbox99,textbox14,textbox15,textbox55,textbox22,textbox156
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,All,All,All,All,All,All,Completed

OperationType_1,textbox4,textbox72,AnimalNumber,AnimalName,Species,textbox30,textbox36,Gender,textbox46,textbox41,textbox44,OperationType,PetID,ARN,textbox50,textbox51,textbox52,textbox53,Altered,Size,SpayedNeutered,By,OperationSubType,DOA,ScheduleStatus,Textbox24,Textbox49,Assigned_To,Textbox61,textbox542
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264203,,Cat,Domestic Shorthair/,1m 4d,F,"Black/Orange/
White",N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264212,,Cat,Domestic Shorthair/,1m 4d,F,Brown/White,N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059264225,,Cat,Domestic Shorthair/,1m 4d,M,Black/White,N,8/29/2025 12:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0011629727,LEO,Dog,"Chow Chow/Terrier, Pit Bull",15y 8d,M,Tan,Y,8/20/2025 9:12 AM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/20/2025 8:12 AM,8/20/2025 9:12 AM,SHANNON VOGT,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0034301390,GIBBS,Dog,Bichon Frise/Mix,9y 3m 8d,M,White/Black,Y,8/18/2025 1:03 PM,Return,,$300,,Medium,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Owned More than 30 Days - OTC!,False,Completed,8/18/2025 12:03 PM,8/18/2025 1:03 PM,TAMMI COGSWELL,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0036769703,SUSHI,Cat,Domestic Shorthair/,9y 4m 5d,F,Black,Y,8/29/2025 10:04 AM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned More than 30 Days - OTC!,False,Completed,8/29/2025 9:04 AM,8/29/2025 10:04 AM,Keara Cook,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0042375288,OLIVE,Cat,Domestic Shorthair/,6y 1m 22d,F,Orange/Black,Y,8/14/2025 10:13 AM,Return,,Pipsqueak,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Owned More than 30 Days - OTC!,False,Completed,8/14/2025 9:13 AM,8/14/2025 10:13 AM,Keara Cook,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0057372301,Chloe,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",10m 23d,F,Black/Tan,Y,8/30/2025 11:14 AM,Return,,Cinder,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned More than 30 Days - OTC!,False,Completed,8/30/2025 10:14 AM,8/30/2025 11:14 AM,SHANNON VOGT,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0057756153,BAM,Cat,Domestic Shorthair/,2y 6m 29d,M,Brown/White,Y,8/26/2025 10:50 AM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Owned More than 30 Days - OTC!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0057756173,BINX,Cat,Domestic Shorthair/,5y 6m 29d,M,Grey/White,Y,8/26/2025 10:50 AM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Owned More than 30 Days - OTC!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058501226,Cairo,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 3m 22d,F,Brindle/White,Y,8/29/2025 1:48 PM,Return,,Luna/Cairo,,Medium,Dog Adoptions A/01,Yes,No,,Y,ASHLEYD,Owned More than 30 Days - OTC!,False,Completed,8/29/2025 12:48 PM,8/29/2025 1:48 PM,TAMMI COGSWELL,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058716736,PIPER,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4y 1m 15d,F,Brown/White,Y,8/1/2025 10:44 AM,Return,,,,Medium,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned 30 Days or Less - OTC!,False,Completed,8/1/2025 9:44 AM,8/1/2025 10:44 AM,Ashley Dittrich,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058774353,NALA,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 8m 3d,F,Black/White,Y,8/28/2025 9:36 AM,Return,,Raven,,Large,Receiving/Receiving,Yes,No,,Y,LINDSEYS,Owned More than 30 Days FIELD!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058819858,Fiona,Cat,Domestic Shorthair/,1y 1m 21d,F,Black,Y,8/22/2025 8:46 AM,Return,,DRAGONFLY,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned 30 Days or Less - OTC!,False,Completed,8/22/2025 7:46 AM,8/22/2025 8:46 AM,Ashley Dittrich,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058905758,Pugsly,Cat,Domestic Shorthair/,2y 1m 1d,M,Black,Y,8/15/2025 12:10 PM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned 30 Days or Less - OTC!,False,Completed,8/15/2025 11:10 AM,8/15/2025 12:10 PM,Michelle Paryz,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058981309,LADY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 27d,F,White/Tan,Y,8/12/2025 4:01 PM,Return,,,,Medium,If The Fur Fits/Medical,Yes,No,,Y,SHANNONV,Owned 30 Days or Less - OTC!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058999721,Tater,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 9d,F,Black/Tan,Y,8/7/2025 2:02 PM,Return,,,,Large,Receiving/Receiving,Yes,No,,Y,KEARAC,Owned 30 Days or Less - OTC!,False,,,,,,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0058999777,Rex,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",8m 24d,M,Tan/White,Y,8/21/2025 11:13 AM,Return,,,,Medium,Dog Adoptions A/06,Yes,No,,Y,SHANNONV,Owned 30 Days or Less - OTC!,False,Completed,8/21/2025 10:13 AM,8/21/2025 11:13 AM,SHANNON VOGT,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0059002720,Fred,Cat,Domestic Shorthair/,2y 1m 1d,M,Black/White,Y,8/30/2025 12:47 PM,Return,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned 30 Days or Less - OTC!,False,Completed,8/30/2025 11:47 AM,8/30/2025 12:47 PM,TAMMI COGSWELL,1 hour ,580
Return,Total Intakes: 17,Total Unique Animals: 17,A0059029705,RILEY,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 25d,F,Sable,Y,8/26/2025 12:53 PM,Return,,RICE CAKE,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Owned 30 Days or Less - OTC!,False,Completed,8/26/2025 11:53 AM,8/26/2025 12:53 PM,SHANNON VOGT,1 hour ,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0023287111,KITTY,Cat,Domestic Shorthair/,11y 3m 29d,M,Brown,Y,8/8/2025 9:15 AM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059024880,Louise,Farm Type Fowl,Chicken/Chicken,,F,Buff/Grey,N,8/1/2025 10:21 AM,Seized / Custody,,,,Medium,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059024884,Thelma,Farm Type Fowl,Chicken/Chicken,,F,Red,N,8/1/2025 10:21 AM,Seized / Custody,,,,Medium,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059033140,Tora,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2m 15d,F,Grey/White,N,8/2/2025 2:04 PM,Seized / Custody,,KAYLEI - Lainey,,Small,Receiving/Receiving,Yes,No,,Y,NICKD,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059043156,SHAGGY,Dog,"Chihuahua, Short Coat/Mix",6y 0d,M,Black/White,N,8/4/2025 4:06 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059043163,PAPI,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",7y 0d,M,Tan/White,N,8/4/2025 4:06 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059047263,Penny,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 0d,F,Brown/White,N,8/5/2025 12:04 PM,Seized / Custody,,JIMMY CHEW,,Large,Receiving/Receiving,Yes,No,,Y,NICOLEA,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054823,PANDORA,Dog,Mastiff/Boerboel,4y 0d,F,Tan/Black,N,8/6/2025 10:34 AM,Seized / Custody,,big mamma,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054832,,Dog,Mastiff/Mix,1m 12d,F,Tan/Black,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054844,,Dog,Mastiff/Mix,1m 12d,M,Black/Tan,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054847,,Dog,Mastiff/Mix,1m 12d,M,Blue/Tan,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054848,,Dog,Mastiff/Mix,1m 12d,F,Tan/Black,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054851,,Dog,Mastiff/Mix,1m 12d,M,Tan/Black,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054857,,Dog,Mastiff/Mix,1m 12d,F,Black/Tan,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054864,,Dog,Mastiff/Mix,1m 12d,M,Tan,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059054867,,Dog,Mastiff/Mix,1m 12d,F,Tan,N,8/6/2025 10:34 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Protective Custody,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067070,Viola,Cat,Domestic Shorthair/,6m 0d,F,Grey,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067074,Vanilla,Cat,Domestic Shorthair/,6m 0d,F,Brown,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067078,VOYAGER,Cat,Domestic Shorthair/,2m 30d,M,Grey,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067081,VIXEN,Cat,Domestic Shorthair/,27d,F,Grey,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067084,Valley,Cat,Domestic Shorthair/,6m 0d,F,Brown,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067086,Vibrant,Cat,Domestic Shorthair/,6m 0d,F,Brown/White,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067089,Vortex,Cat,Domestic Shorthair/,6m 0d,M,Silver,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067091,Vibe,Cat,Domestic Shorthair/,6m 0d,M,Orange/White,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067095,Volcano,Cat,Domestic Shorthair/,6m 0d,M,Brown/White,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067099,Violin,Cat,Domestic Shorthair/,6m 0d,F,Brown,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067103,Sushi,Cat,Domestic Shorthair/,2m 0d,F,Grey/White,N,8/7/2025 3:49 PM,Seized / Custody,,Vapor,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067112,Velcro,Cat,Domestic Shorthair/,6m 0d,F,Grey/White,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059067121,Vodka,Cat,Domestic Shorthair/,6m 0d,F,Grey/White,N,8/7/2025 3:49 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059077128,Bruce,Dog,German Shepherd/Mix,3y 11m 26d,M,Black/Tan,N,8/9/2025 10:30 AM,Seized / Custody,,,,Large,Dog Holding F/11,Yes,No,,Y,MEGHANG,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078451,CAGAN,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,M,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078460,CLINT,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,M,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078492,CLARA,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,F,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078501,CABOOSE,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,M,Brown/Brindle,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078506,CORA,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,F,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078513,CALYPSO,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,F,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078528,CHICKPEA,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,F,Black/White,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059078533,CINNAMON,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",4m 0d,F,Brown,N,8/9/2025 1:56 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084215,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084216,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084219,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084223,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084232,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084235,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084237,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084240,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084242,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084248,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084249,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084251,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084254,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084256,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084260,,Fish,"Cold Water (Goldfish, etc)/Cold Water (Goldfish, etc)",,U,Blue,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084312,TORCH,Reptile/Amphibian,"Frog, Other/",,U,Green/Red,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084314,FLAME,Reptile/Amphibian,"Frog, Other/",,U,Green/Red,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084334,,Reptile/Amphibian,Salamander/,,U,Cream,N,8/11/2025 10:47 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084623,,Reptile/Amphibian,Salamander/,,U,Cream,N,8/11/2025 10:59 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084957,Soleil,Cat,Domestic Shorthair/,4y 0d,F,Brown,N,8/11/2025 11:32 AM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084965,Bellatrix,Cat,Domestic Shorthair/Mix,1m 12d,F,Black,N,8/11/2025 11:32 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084971,Capella,Cat,Domestic Shorthair/Mix,1m 12d,F,Black,N,8/11/2025 11:32 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084976,Polaris,Cat,Domestic Shorthair/Mix,1m 12d,M,Black,N,8/11/2025 11:32 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059084981,Arcturus,Cat,Domestic Shorthair/Mix,1m 12d,M,Black,N,8/11/2025 11:32 AM,Seized / Custody,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Signed Over,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059086932,HENRY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 0d,M,White,N,8/11/2025 2:12 PM,Seized / Custody,,,,Large,Receiving/Receiving,Yes,No,,Y,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059088015,Kash,Dog,Akita/Mix,2y 0d,M,Tan/Black,N,8/11/2025 3:25 PM,Seized / Custody,,,,Large,Receiving/Receiving,Yes,No,,Y,NICOLEA,Cruelty,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059100555,GIVENCY,Dog,"Terrier, Staffordshire Bull/Mix",3y 0d,M,Blue,N,8/13/2025 10:58 AM,Seized / Custody,,,,Large,Receiving/Receiving,No,No,,N,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059100571,DIOR,Dog,"Terrier, Staffordshire Bull/Mix",5y 6m 2d,F,Blue/White,U,8/13/2025 10:58 AM,Seized / Custody,,,,Large,Receiving/Receiving,Yes,No,,Y,NICOLEA,Abandoned,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059116922,GRIFFIN,Cat,Domestic Shorthair/,8y 0d,M,Orange/White,N,8/15/2025 12:23 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Owner died,False,,,,,,580
Seized / Custody,Total Intakes: 95,Total Unique Animals: 94,A0059116929,MERV,Cat,Domestic Shorthair/,8y 0d,M,Orange,N,8/15/2025 12:23 PM,Seized / Custody,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Owner died,False,,,,,,580
